Date Time,,,,Event,,Survey,Actual,Prior,Revised,Relevance,Ticker
11/27/2013 08:30,US,1261),,PCE Deflator (YoY),Oct,--,--,--,--,32.4074,PCE DEFY Index
11/27/2013 08:30,US,1262),,PCE Core (MoM),Oct,--,--,--,--,58.3333,PCE CMOM Index
11/27/2013 08:30,US,1263),,PCE Core (YoY),Oct,--,--,--,--,34.2593,PCE CYOY Index
11/27/2013 08:30,US,1264),,Durable Goods Orders,Oct,--,--,--,--,90.7407,DGNOCHNG Index
11/27/2013 08:30,US,1265),,Durables Ex Transportation,Oct,--,--,--,--,72.5926,DGNOXTCH Index
11/27/2013 08:30,US,1266),,Cap Goods Orders Nondef Ex Air,Oct,--,--,--,--,52.7778,CGNOXAI% Index
11/27/2013 08:30,US,1267),,Cap Goods Ship Nondef Ex Air,Oct,--,--,--,--,49.0741,CGSHXAI% Index
11/27/2013 09:45,US,1268),,Chicago Purchasing Manager,Nov,--,--,--,--,77.7778,CHPMINDX Index
11/27/2013 09:45,US,1269),,Bloomberg Consumer Comfort,24-Nov,--,--,--,--,61.1111,COMFCOMF Index
11/27/2013 09:55,US,1270),,U. of Michigan Confidence,Nov,--,--,--,--,92.5926,CONSSENT Index
11/27/2013 10:00,US,1271),,New Home Sales MoM,Oct,--,--,--,--,47.2222,NHSLCHNG Index
11/27/2013 10:00,US,1272),,New Home Sales,Oct,--,--,--,--,89.8148,NHSLTOT Index
11/28/2013 08:30,US,1273),,Initial Jobless Claims,23-Nov,--,--,--,--,99.0741,INJCJC Index
11/28/2013 08:30,US,1274),,Continuing Claims,16-Nov,--,--,--,--,69.3519,INJCSP Index
11/29/2013 09:00,US,1275),,NAPM-Milwaukee,Nov,--,--,--,--,25.9259,MAPMINDX Index
12/02/2013 08:58,US,1276),,Markit US PMI Final,Nov,--,--,--,--,0.925926,ECONMUSF Index
12/02/2013 10:00,US,1277),,Construction Spending MoM,Oct,--,--,--,--,78.7037,CNSTTMOM Index
12/02/2013 10:00,US,1278),,ISM Manufacturing,Nov,--,--,--,--,94.4444,NAPMPMI Index
12/02/2013 10:00,US,1279),,ISM Prices Paid,Nov,--,--,--,--,68.5185,NAPMPRIC Index
12/03/2013 09:45,US,1280),,ISM New York,Nov,--,--,--,--,6.48148,NYPMCURR Index
12/03/2013 10:00,US,1281),,IBD/TIPP Economic Optimism,Dec,--,--,--,--,4.62963,ECONUSIB Index
12/03/2013 17:00,US,1282),,Domestic Vehicle Sales,Nov,--,--,--,--,31.4815,SAARDTOT Index
12/03/2013 17:00,US,1283),,Total Vehicle Sales,Nov,--,--,--,--,38.8889,SAARTOTL Index
12/04/2013 07:00,US,1284),,MBA Mortgage Applications,29-Nov,--,--,--,--,93.75,MBAVCHNG Index
12/04/2013 08:15,US,1285),,ADP Employment Change,Nov,--,--,--,--,76.8519,ADP CHNG Index
12/04/2013 08:30,US,1286),,Trade Balance,Oct,--,--,--,--,81.4815,USTBTOT Index
12/04/2013 08:30,US,1287),,Unit Labor Costs,3Q F,--,--,--,--,28.7037,COSTNFR% Index
12/04/2013 08:30,US,1288),,Nonfarm Productivity,3Q F,--,--,--,--,36.1111,PRODNFR% Index
12/04/2013 10:00,US,1289),,ISM Non-Manf. Composite,Nov,--,--,--,--,70.3704,NAPMNMI Index
12/04/2013 14:00,US,1290),,U.S. Federal Reserve Releases Beige Book,,,,,,0,
04-10 DEC,US,1291),,Household Change in Net Worth,3Q,--,--,--,--,0,NWORCHNG Index
12/05/2013 07:30,US,1292),,Challenger Job Cuts YoY,Nov,--,--,--,--,29.6296,CHALYOY% Index
12/05/2013 08:00,US,1293),,RBC Consumer Outlook Index,Dec,--,--,--,--,9.25926,ICSHNATL Index
12/05/2013 08:30,US,1294),,Initial Jobless Claims,30-Nov,--,--,--,--,99.0741,INJCJC Index
12/05/2013 08:30,US,1295),,Continuing Claims,23-Nov,--,--,--,--,69.3519,INJCSP Index
12/05/2013 09:45,US,1296),,Bloomberg Consumer Comfort,1-Dec,--,--,--,--,61.1111,COMFCOMF Index
12/05/2013 10:00,US,1297),,Factory Orders,Oct,--,--,--,--,82.4074,TMNOCHNG Index
12/06/2013 08:30,US,1298),,Change in Nonfarm Payrolls,Nov,--,--,--,--,98.1481,NFP TCH Index
12/06/2013 08:30,US,1299),,Change in Private Payrolls,Nov,--,--,--,--,18.5185,NFP PCH Index
12/06/2013 08:30,US,1300),,Change in Manufact. Payrolls,Nov,--,--,--,--,68.7037,USMMMNCH Index
12/06/2013 08:30,US,1301),,Unemployment Rate,Nov,--,--,--,--,88.3333,USURTOT Index
12/06/2013 08:30,US,1302),,Avg Hourly Earning MOM All Emp,Nov,--,--,--,--,14.8148,AHE MOM% Index
12/06/2013 08:30,US,1303),,Avg Hourly Earning YOY All Emp,Nov,--,--,--,--,13.8889,AHE YOY% Index
12/06/2013 08:30,US,1304),,Avg Weekly Hours All Employees,Nov,--,--,--,--,12.963,AWH TOTL Index
12/06/2013 08:30,US,1305),,Change in Household Employment,Nov,--,--,--,--,10.1852,USEMNCHG Index
12/06/2013 08:30,US,1306),,Underemployment Rate (U6),Nov,--,--,--,--,8.33333,USUDMAER Index
12/06/2013 09:55,US,1307),,U. of Michigan Confidence,Dec,--,--,--,--,92.5926,CONSSENT Index
12/06/2013 15:00,US,1308),,Consumer Credit,Oct,--,--,--,--,37.037,CICRTOT Index
12/10/2013 07:30,US,1309),,NFIB Small Business Optimism,Nov,--,--,--,--,56.4815,SBOITOTL Index
12/10/2013 10:00,US,1310),,Wholesale Inventories,Oct,--,--,--,--,79.6296,MWINCHNG Index
12/10/2013 10:00,US,1311),,JOLTs Job Openings,Oct,--,--,--,--,11.1111,JOLTTOTL Index
12/11/2013 07:00,US,1312),,MBA Mortgage Applications,6-Dec,--,--,--,--,93.75,MBAVCHNG Index
12/11/2013 14:00,US,1313),,Monthly Budget Statement,Nov,--,--,--,--,74.0741,FDDSSD Index
12/12/2013 08:30,US,1314),,Import Price Index (MoM),Nov,--,--,--,--,75.9259,IMP1CHNG Index
12/12/2013 08:30,US,1315),,Import Price Index (YoY),Nov,--,--,--,--,27.7778,IMP1YOY% Index
12/12/2013 08:30,US,1316),,Advance Retail Sales,Nov,--,--,--,--,88.8889,RSTAMOM Index
12/12/2013 08:30,US,1317),,Retail Sales Less Autos,Nov,--,--,--,--,62.2222,RSTAXMOM Index
12/12/2013 08:30,US,1318),,Retail Sales Ex Auto & Gas,Nov,--,--,--,--,58.3333,RSTAXAG% Index
12/12/2013 08:30,US,1319),,"Retail Sales ""Control Group""",Nov,--,--,--,--,5.55556,RSTAXAGM Index
12/12/2013 08:30,US,1320),,Initial Jobless Claims,7-Dec,--,--,--,--,99.0741,INJCJC Index
12/12/2013 08:30,US,1321),,Continuing Claims,30-Nov,--,--,--,--,69.3519,INJCSP Index
12/12/2013 09:45,US,1322),,Bloomberg Consumer Comfort,8-Dec,--,--,--,--,61.1111,COMFCOMF Index
12/12/2013 10:00,US,1323),,Business Inventories,Oct,--,--,--,--,35.1852,MTIBCHNG Index
12/13/2013 08:30,US,1324),,Producer Price Index (MoM),Nov,--,--,--,--,85.1852,PPI CHNG Index
12/13/2013 08:30,US,1325),,PPI Ex Food & Energy (MoM),Nov,--,--,--,--,68.1481,PXFECHNG Index
12/13/2013 08:30,US,1326),,Producer Price Index (YoY),Nov,--,--,--,--,66.6667,PPI YOY Index
12/13/2013 08:30,US,1327),,PPI Ex Food & Energy (YoY),Nov,--,--,--,--,64.8148,PPI XYOY Index
12/16/2013 08:30,US,1328),,Empire Manufacturing,Dec,--,--,--,--,80.5556,EMPRGBCI Index
12/16/2013 09:00,US,1329),,Total Net TIC Flows,Oct,--,--,--,--,63.8889,FRNTTNET Index
12/16/2013 09:00,US,1330),,Net Long-term TIC Flows,Oct,--,--,--,--,72.2222,FRNTTOTL Index
12/16/2013 09:15,US,1331),,Industrial Production,Nov,--,--,--,--,86.1111,IP CHNG Index
12/16/2013 09:15,US,1332),,Capacity Utilization,Nov,--,--,--,--,60.2778,CPTICHNG Index
12/16/2013 09:15,US,1333),,Manufacturing (SIC) Production,Nov,--,--,--,--,1.85185,IPMGCHNG Index
12/17/2013 08:30,US,1334),,Consumer Price Index (MoM),Nov,--,--,--,--,93.5185,CPI CHNG Index
12/17/2013 08:30,US,1335),,CPI Ex Food & Energy (YoY),Nov,--,--,--,--,43.5185,CPI XYOY Index
12/17/2013 08:30,US,1336),,Consumer Price Index (YoY),Nov,--,--,--,--,55.5556,CPI YOY Index
12/17/2013 08:30,US,1337),,CPI Core Index SA,Nov,--,--,--,--,30.5556,CPUPAXFE Index
12/17/2013 08:30,US,1338),,CPI Ex Food & Energy (MoM),Nov,--,--,--,--,74.8148,CPUPXCHG Index
12/17/2013 08:30,US,1339),,Consumer Price Index NSA,Nov,--,--,--,--,26.8519,CPURNSA Index
12/17/2013 08:30,US,1340),,Current Account Balance,3Q,--,--,--,--,69.4444,USCABAL Index
12/17/2013 10:00,US,1341),,NAHB Housing Market Index,Dec,--,--,--,--,37.963,USHBMIDX Index
12/18/2013 07:00,US,1342),,MBA Mortgage Applications,13-Dec,--,--,--,--,93.75,MBAVCHNG Index
12/18/2013 08:30,US,1343),,Building Permits MOM%,Nov,--,--,--,--,15.7407,NHCHATCH Index
12/18/2013 08:30,US,1344),,Housing Starts MOM%,Nov,--,--,--,--,17.5926,NHCHSTCH Index
12/18/2013 08:30,US,1345),,Building Permits,Nov,--,--,--,--,61.5741,NHSPATOT Index
12/18/2013 08:30,US,1346),,Housing Starts,Nov,--,--,--,--,87.963,NHSPSTOT Index
12/18/2013 12:30,US,1347),,FOMC Rate Decision,18-Dec,--,--,--,--,97.2222,FDTR Index
12/19/2013 08:30,US,1348),,Initial Jobless Claims,14-Dec,--,--,--,--,99.0741,INJCJC Index
12/19/2013 08:30,US,1349),,Continuing Claims,7-Dec,--,--,--,--,69.3519,INJCSP Index
12/19/2013 09:45,US,1350),,Bloomberg Economic Expectations,Dec,--,--,--,--,22.2222,COMFBTWR Index
12/19/2013 09:45,US,1351),,Bloomberg Consumer Comfort,15-Dec,--,--,--,--,61.1111,COMFCOMF Index
12/19/2013 10:00,US,1352),,Philadelphia Fed.,Dec,--,--,--,--,75,OUTFGAF Index
12/19/2013 10:00,US,1353),,Existing Home Sales,Nov,--,--,--,--,87.037,ETSLTOTL Index
12/19/2013 10:00,US,1354),,Existing Home Sales MoM,Nov,--,--,--,--,50,ETSLMOM Index
12/19/2013 10:00,US,1355),,Leading Indicators,Nov,--,--,--,--,84.2593,LEI CHNG Index
12/20/2013 08:30,US,1356),,GDP QoQ (Annualized),3Q T,--,--,--,--,96.2963,GDP CQOQ Index
12/20/2013 08:30,US,1357),,GDP Price Index,3Q T,--,--,--,--,77.037,GDP PIQQ Index
12/20/2013 08:30,US,1358),,Core PCE QoQ,3Q T,--,--,--,--,67.4074,GDPCPCEC Index
12/20/2013 08:30,US,1359),,Personal Consumption,3Q T,--,--,--,--,67.4074,GDPCTOT% Index
12/20/2013 11:00,US,1360),,Kansas City Fed Manf. Activity,Dec,--,--,--,--,7.40741,KCLSSACI Index
12/23/2013 08:30,US,1361),,Chicago Fed Nat Activity Index,Nov,--,--,--,--,60.1852,CFNAI Index
12/23/2013 08:30,US,1362),,Personal Income,Nov,--,--,--,--,83.3333,PITLCHNG Index
12/23/2013 08:30,US,1363),,Personal Spending,Nov,--,--,--,--,83.3333,PCE CRCH Index
12/23/2013 08:30,US,1364),,PCE Deflator (MoM),Nov,--,--,--,--,3.7037,PCE DEFM Index
12/23/2013 08:30,US,1365),,PCE Deflator (YoY),Nov,--,--,--,--,32.4074,PCE DEFY Index
12/23/2013 08:30,US,1366),,PCE Core (MoM),Nov,--,--,--,--,58.3333,PCE CMOM Index
12/23/2013 08:30,US,1367),,PCE Core (YoY),Nov,--,--,--,--,34.2593,PCE CYOY Index
12/23/2013 09:55,US,1368),,U. of Michigan Confidence,Dec,--,--,--,--,92.5926,CONSSENT Index
12/24/2013 08:30,US,1369),,Durable Goods Orders,Nov,--,--,--,--,90.7407,DGNOCHNG Index
12/24/2013 08:30,US,1370),,Durables Ex Transportation,Nov,--,--,--,--,72.5926,DGNOXTCH Index
12/24/2013 08:30,US,1371),,Cap Goods Orders Nondef Ex Air,Nov,--,--,--,--,52.7778,CGNOXAI% Index
12/24/2013 08:30,US,1372),,Cap Goods Ship Nondef Ex Air,Nov,--,--,--,--,49.0741,CGSHXAI% Index
12/24/2013 09:00,US,1373),,House Price Index MoM,Oct,--,--,--,--,65.7407,HPIMMOM% Index
12/24/2013 10:00,US,1374),,New Home Sales MoM,Nov,--,--,--,--,47.2222,NHSLCHNG Index
12/24/2013 10:00,US,1375),,New Home Sales,Nov,--,--,--,--,89.8148,NHSLTOT Index
12/24/2013 10:00,US,1376),,Richmond Fed Manufact. Index,Dec,--,--,--,--,67.5926,RCHSINDX Index
12/25/2013 07:00,US,1377),,MBA Mortgage Applications,20-Dec,--,--,--,--,93.75,MBAVCHNG Index
12/26/2013 08:30,US,1378),,Initial Jobless Claims,21-Dec,--,--,--,--,99.0741,INJCJC Index
12/26/2013 08:30,US,1379),,Continuing Claims,14-Dec,--,--,--,--,69.3519,INJCSP Index
12/26/2013 09:45,US,1380),,Bloomberg Consumer Comfort,22-Dec,--,--,--,--,61.1111,COMFCOMF Index
12/30/2013 10:00,US,1381),,Pending Home Sales MoM,Nov,--,--,--,--,73.1481,USPHTMOM Index
12/30/2013 10:00,US,1382),,Pending Home Sales YoY,Nov,--,--,--,--,20.3704,USPHTYOY Index
12/30/2013 10:30,US,1383),,Dallas Fed Manf. Activity,Dec,--,--,--,--,62.037,DFEDGBA Index
12/31/2013 09:00,US,1384),,NAPM-Milwaukee,Dec,--,--,--,--,25.9259,MAPMINDX Index
12/31/2013 09:00,US,1385),,S&P/CS 20 City MoM% SA,Oct,--,--,--,--,16.6667,SPCS20SM Index
12/31/2013 09:00,US,1386),,S&P/CS Composite-20 YoY,Oct,--,--,--,--,45.3704,SPCS20Y% Index
12/31/2013 09:00,US,1387),,S&P/CaseShiller Home Price Ind,Oct,--,--,--,--,53.7037,SPCS20 Index
12/31/2013 09:45,US,1388),,Chicago Purchasing Manager,Dec,--,--,--,--,77.7778,CHPMINDX Index
12/31/2013 10:00,US,1389),,Consumer Confidence,Dec,--,--,--,--,95.3704,CONCCONF Index
