Trade Date,Market,Trade No,Trade Time,Instrument,Symbol,Expiry Date,Strike Price,OptionType,Quantity,Price,Trade Value,B/S,Order No,Branch No,User Id,Client Type,Client A/C,TM Code,CP Code,Remarks,Status,CTCL Id
25AUG2020,N,        93389722,11:51:03,OPTSTK,TCS,27AUG2020,2320.00,CE,       300,   5.30,        1590.00,S,1500000025753934,1,35693,PRO,90044,90044,90044,,P,560049001005000
25AUG2020,N,         1702107,11:51:03,OPTIDX,NIFTY,27AUG2020,11300.00,PE,        75,  17.00,        1275.00,S,1000000026597219,1,34353,PRO,90044,90044,90044,,P,560049001003000
25AUG2020,N,         1701985,11:51:02,OPTIDX,NIFTY,27AUG2020,11600.00,CE,        75,  16.30,        1222.50,S,1000000026596079,1,34353,PRO,90044,90044,90044,,P,560049001003000
25AUG2020,N,         1701880,11:51:00,OPTIDX,NIFTY,27AUG2020,11600.00,CE,        75,  16.30,        1222.50,S,1000000026594752,1,34353,PRO,90044,90044,90044,,P,560049001003000
25AUG2020,N,        45336324,11:50:59,OPTSTK,CANBK,27AUG2020,105.00,CE,      5000,   3.55,       17750.00,S,1200000027530488,1,36277,PRO,90044,90044,90044,,P,560049001012000
25AUG2020,N,        93389562,11:50:57,FUTSTK,TCS,27AUG2020,,,       300,2248.30,      674490.00,B,1500000025758637,1,37709,PRO,90044,90044,90044,,P,560049001009000
25AUG2020,N,        93389506,11:50:54,OPTSTK,ONGC,27AUG2020,82.50,CE,      7700,   1.25,        9625.00,S,1500000025760809,1,36277,PRO,90044,90044,90044,,P,560049001012000
25AUG2020,N,        93389494,11:50:54,FUTSTK,RBLBANK,24SEP2020,,,      2600, 191.90,      498940.00,B,1500000025750347,1,36975,PRO,90044,90044,90044,,P,560049001011000
25AUG2020,N,        45336238,11:50:53,OPTSTK,BRITANNIA,27AUG2020,4000.00,CE,       200,   5.25,        1050.00,S,1200000027773549,1,35693,PRO,90044,90044,90044,,P,560049001005000
25AUG2020,N,        93389427,11:50:50,FUTSTK,ONGC,27AUG2020,,,      7700,  82.55,      635635.00,S,1500000025760807,1,36277,PRO,90044,90044,90044,,P,560049001012000
25AUG2020,N,        93389420,11:50:50,OPTSTK,ONGC,27AUG2020,82.50,CE,      7700,   1.15,        8855.00,B,1500000025760775,1,36474,PRO,90044,90044,90044,,P,560049001013000
25AUG2020,N,        93389386,11:50:49,FUTSTK,TCS,24SEP2020,,,       300,2256.45,      676935.00,S,1500000025693571,1,37709,PRO,90044,90044,90044,,P,560049001009000
